"","BoardID","Date","Year","Resolution","Abundance","Date.decimal"
"1383","NC-3",2010-07-08,2010,"Weekly",219,2010.51506849315
"1395","NC-3",2010-07-15,2010,"Weekly",195,2010.53424657534
"1408","NC-3",2010-07-22,2010,"Weekly",125,2010.55342465753
"1421","NC-3",2010-07-29,2010,"Weekly",317,2010.57260273973
"1434","NC-3",2010-08-05,2010,"Weekly",147,2010.59178082192
"1447","NC-3",2010-08-12,2010,"Weekly",54,2010.61095890411
"1460","NC-3",2010-08-19,2010,"Weekly",134,2010.6301369863
"1472","NC-3",2010-08-26,2010,"Weekly",142,2010.64931506849
"1484","NC-3",2010-09-02,2010,"Weekly",174,2010.66849315068
"1495","NC-3",2010-09-09,2010,"Weekly",265,2010.68767123288
"1505","NC-3",2010-09-16,2010,"Weekly",413,2010.70684931507
"1513","NC-3",2010-09-23,2010,"Weekly",403,2010.72602739726
"1521","NC-3",2010-09-30,2010,"Weekly",48,2010.74520547945
"1528","NC-3",2010-10-07,2010,"Weekly",114,2010.76438356164
"1534","NC-3",2010-10-14,2010,"Weekly",649,2010.78356164384
"1537","NC-3",2010-10-21,2010,"Weekly",1051,2010.80273972603
"1539","NC-3",2010-10-28,2010,"Weekly",1517,2010.82191780822
"1541","NC-3",2010-11-04,2010,"Weekly",590,2010.84109589041
"1543","NC-3",2010-11-11,2010,"Weekly",136,2010.8602739726
"1545","NC-3",2010-11-18,2010,"Weekly",641,2010.87945205479
"1546","NC-3",2010-11-25,2010,"Weekly",506,2010.89863013699
"1547","NC-3",2010-12-02,2010,"Weekly",95,2010.91780821918
"1548","NC-3",2010-12-09,2010,"Weekly",26,2010.93698630137
"1549","NC-3",2010-12-16,2010,"Weekly",25,2010.95616438356
"1550","NC-3",2010-12-23,2010,"Weekly",22,2010.97534246575
"1551","NC-3",2010-12-30,2010,"Weekly",29,2010.99452054795
"1553","NC-3",2011-01-07,2011,"Weekly",7,2011.01643835616
"1555","NC-3",2011-01-14,2011,"Weekly",2,2011.03561643836
"1557","NC-3",2011-01-21,2011,"Weekly",9,2011.05479452055
"1559","NC-3",2011-01-28,2011,"Weekly",4,2011.07397260274
"1561","NC-3",2011-02-04,2011,"Weekly",19,2011.09315068493
"1563","NC-3",2011-02-11,2011,"Weekly",3,2011.11232876712
"1565","NC-3",2011-02-18,2011,"Weekly",27,2011.13150684931
"1567","NC-3",2011-02-25,2011,"Weekly",21,2011.15068493151
"1569","NC-3",2011-03-04,2011,"Weekly",40,2011.1698630137
"1571","NC-3",2011-03-11,2011,"Weekly",19,2011.18904109589
"1573","NC-3",2011-03-18,2011,"Weekly",94,2011.20821917808
"1575","NC-3",2011-03-25,2011,"Weekly",211,2011.22739726027
"1577","NC-3",2011-04-01,2011,"Weekly",64,2011.24657534247
"1579","NC-3",2011-04-08,2011,"Weekly",209,2011.26575342466
"1581","NC-3",2011-04-15,2011,"Weekly",71,2011.28493150685
"1584","NC-3",2011-04-22,2011,"Weekly",34,2011.30410958904
"1587","NC-3",2011-04-29,2011,"Weekly",27,2011.32328767123
"1591","NC-3",2011-05-06,2011,"Weekly",20,2011.34246575342
"1597","NC-3",2011-05-13,2011,"Weekly",357,2011.36164383562
"1604","NC-3",2011-05-20,2011,"Weekly",380,2011.38082191781
"1613","NC-3",2011-05-27,2011,"Weekly",412,2011.4
"1625","NC-3",2011-06-03,2011,"Weekly",273,2011.41917808219
"1639","NC-3",2011-06-10,2011,"Weekly",224,2011.43835616438
"1656","NC-3",2011-06-17,2011,"Weekly",152,2011.45753424658
"1673","NC-3",2011-06-24,2011,"Weekly",76,2011.47671232877
"1691","NC-3",2011-07-01,2011,"Weekly",56,2011.49589041096
"1708","NC-3",2011-07-08,2011,"Weekly",70,2011.51506849315
"1727","NC-3",2011-07-15,2011,"Weekly",112,2011.53424657534
"1747","NC-3",2011-07-22,2011,"Weekly",161,2011.55342465753
"1766","NC-3",2011-07-29,2011,"Weekly",108,2011.57260273973
"1785","NC-3",2011-08-05,2011,"Weekly",745,2011.59178082192
"1804","NC-3",2011-08-12,2011,"Weekly",1168,2011.61095890411
"1819","NC-3",2011-08-19,2011,"Weekly",670,2011.6301369863
"1837","NC-3",2011-08-26,2011,"Weekly",505,2011.64931506849
"1854","NC-3",2011-09-02,2011,"Weekly",458,2011.66849315068
"1867","NC-3",2011-09-09,2011,"Weekly",1333,2011.68767123288
"1882","NC-3",2011-09-16,2011,"Weekly",1328,2011.70684931507
"1897","NC-3",2011-09-23,2011,"Weekly",1441,2011.72602739726
"1910","NC-3",2011-09-30,2011,"Weekly",537,2011.74520547945
"1919","NC-3",2011-10-07,2011,"Weekly",740,2011.76438356164
"1926","NC-3",2011-10-14,2011,"Weekly",1084,2011.78356164384
"1930","NC-3",2011-10-21,2011,"Weekly",1076,2011.80273972603
"1934","NC-3",2011-10-28,2011,"Weekly",493,2011.82191780822
"1937","NC-3",2011-11-04,2011,"Weekly",339,2011.84109589041
"1940","NC-3",2011-11-11,2011,"Weekly",328,2011.8602739726
"1942","NC-3",2011-11-18,2011,"Weekly",914,2011.87945205479
"1944","NC-3",2011-11-25,2011,"Weekly",507,2011.89863013699
"1946","NC-3",2011-12-02,2011,"Weekly",161,2011.91780821918
"1948","NC-3",2011-12-09,2011,"Weekly",282,2011.93698630137
"1950","NC-3",2011-12-16,2011,"Weekly",218,2011.95616438356
"1952","NC-3",2011-12-23,2011,"Weekly",332,2011.97534246575
"1954","NC-3",2011-12-30,2011,"Weekly",154,2011.99452054795
"1956","NC-3",2012-01-07,2012,"Weekly",74,2012.01639344262
"1958","NC-3",2012-01-14,2012,"Weekly",96,2012.03551912568
"1960","NC-3",2012-01-21,2012,"Weekly",174,2012.05464480874
"1962","NC-3",2012-01-28,2012,"Weekly",328,2012.0737704918
"1964","NC-3",2012-02-04,2012,"Weekly",135,2012.09289617486
"1966","NC-3",2012-02-11,2012,"Weekly",31,2012.11202185792
"1968","NC-3",2012-02-18,2012,"Weekly",115,2012.13114754098
"1970","NC-3",2012-02-25,2012,"Weekly",63,2012.15027322404
"1972","NC-3",2012-03-03,2012,"Weekly",78,2012.1693989071
"1974","NC-3",2012-03-10,2012,"Weekly",79,2012.18852459016
"1976","NC-3",2012-03-17,2012,"Weekly",338,2012.20765027322
"1978","NC-3",2012-03-24,2012,"Weekly",970,2012.22677595628
"1980","NC-3",2012-03-31,2012,"Weekly",2099,2012.24590163934
"1982","NC-3",2012-04-07,2012,"Weekly",1861,2012.2650273224
"1984","NC-3",2012-04-14,2012,"Weekly",1647,2012.28415300546
"1986","NC-3",2012-04-21,2012,"Weekly",1591,2012.30327868852
"1988","NC-3",2012-04-28,2012,"Weekly",1088,2012.32240437158
"1991","NC-3",2012-05-05,2012,"Weekly",1448,2012.34153005464
"1997","NC-3",2012-05-12,2012,"Weekly",460,2012.3606557377
"2004","NC-3",2012-05-19,2012,"Weekly",398,2012.37978142077
"2012","NC-3",2012-05-26,2012,"Weekly",293,2012.39890710383
"2025","NC-3",2012-06-02,2012,"Weekly",444,2012.41803278689
"2040","NC-3",2012-06-09,2012,"Weekly",402,2012.43715846995
"2058","NC-3",2012-06-16,2012,"Weekly",717,2012.45628415301
"2077","NC-3",2012-06-23,2012,"Weekly",645,2012.47540983607
"2096","NC-3",2012-06-30,2012,"Weekly",572,2012.49453551913
"2113","NC-3",2012-07-07,2012,"Weekly",636,2012.51366120219
"2134","NC-3",2012-07-14,2012,"Weekly",446,2012.53278688525
"2155","NC-3",2012-07-21,2012,"Weekly",175,2012.55191256831
"2177","NC-3",2012-07-28,2012,"Weekly",343,2012.57103825137
"2199","NC-3",2012-08-04,2012,"Weekly",231,2012.59016393443
"2218","NC-3",2012-08-11,2012,"Weekly",234,2012.60928961749
"2238","NC-3",2012-08-18,2012,"Weekly",282,2012.62841530055
"2259","NC-3",2012-08-25,2012,"Weekly",155,2012.64754098361
"2280","NC-3",2012-09-01,2012,"Weekly",222,2012.66666666667
"2297","NC-3",2012-09-08,2012,"Weekly",237,2012.68579234973
"2313","NC-3",2012-09-15,2012,"Weekly",248,2012.70491803279
"2326","NC-3",2012-09-22,2012,"Weekly",201,2012.72404371585
"2339","NC-3",2012-09-29,2012,"Weekly",168,2012.74316939891
"2349","NC-3",2012-10-06,2012,"Weekly",344,2012.76229508197
"2353","NC-3",2012-10-13,2012,"Weekly",139,2012.78142076503
"2357","NC-3",2012-10-20,2012,"Weekly",251,2012.80054644809
"2361","NC-3",2012-10-27,2012,"Weekly",286,2012.81967213115
"2365","NC-3",2012-11-03,2012,"Weekly",85,2012.83879781421
"2369","NC-3",2012-11-10,2012,"Weekly",82,2012.85792349727
"2371","NC-3",2012-11-17,2012,"Weekly",145,2012.87704918033
"2373","NC-3",2012-11-24,2012,"Weekly",70,2012.89617486339
"2375","NC-3",2012-12-01,2012,"Weekly",75,2012.91530054645
"2377","NC-3",2012-12-08,2012,"Weekly",154,2012.93442622951
"2379","NC-3",2012-12-15,2012,"Weekly",168,2012.95355191257
"2381","NC-3",2012-12-22,2012,"Weekly",81,2012.97267759563
"2383","NC-3",2012-12-29,2012,"Weekly",62,2012.99180327869
"2385","NC-3",2013-01-07,2013,"Weekly",210.92753623,2013.01643835616
"2387","NC-3",2013-01-14,2013,"Weekly",126.2173913,2013.03561643836
"2389","NC-3",2013-01-21,2013,"Weekly",30.623188406,2013.05479452055
"2391","NC-3",2013-01-28,2013,"Weekly",70.52173913,2013.07397260274
"2393","NC-3",2013-02-04,2013,"Weekly",161.14492754,2013.09315068493
"2395","NC-3",2013-02-11,2013,"Weekly",185.84057971,2013.11232876712
"2397","NC-3",2013-02-18,2013,"Weekly",29.797101449,2013.13150684931
"2399","NC-3",2013-02-25,2013,"Weekly",47.695652174,2013.15068493151
"2401","NC-3",2013-03-04,2013,"Weekly",86.724637681,2013.1698630137
"2403","NC-3",2013-03-11,2013,"Weekly",125.695652174,2013.18904109589
"2405","NC-3",2013-03-18,2013,"Weekly",64.724637681,2013.20821917808
"2407","NC-3",2013-03-25,2013,"Weekly",80.173913043,2013.22739726027
"2409","NC-3",2013-04-01,2013,"Weekly",90.86956522,2013.24657534247
"2411","NC-3",2013-04-08,2013,"Weekly",306.65217391,2013.26575342466
"2413","NC-3",2013-04-15,2013,"Weekly",408.66666667,2013.28493150685
"2415","NC-3",2013-04-22,2013,"Weekly",269.71014493,2013.30410958904
"2417","NC-3",2013-04-29,2013,"Weekly",612.13043478,2013.32328767123
"2421","NC-3",2013-05-06,2013,"Weekly",1035.246376812,2013.34246575342
"2428","NC-3",2013-05-13,2013,"Weekly",1178.6231884,2013.36164383562
"2437","NC-3",2013-05-20,2013,"Weekly",1096.49275362,2013.38082191781
"2445","NC-3",2013-05-27,2013,"Weekly",778.5942029,2013.4
"2462","NC-3",2013-06-03,2013,"Weekly",657.1884058,2013.41917808219
"2482","NC-3",2013-06-10,2013,"Weekly",644.02898551,2013.43835616438
"2503","NC-3",2013-06-17,2013,"Weekly",1052.1594203,2013.45753424658
"2525","NC-3",2013-06-24,2013,"Weekly",850.2898551,2013.47671232877
"2546","NC-3",2013-07-01,2013,"Weekly",1109.6231884,2013.49589041096
"2566","NC-3",2013-07-08,2013,"Weekly",1313.826087,2013.51506849315
"2589","NC-3",2013-07-15,2013,"Weekly",1268.8695652,2013.53424657534
"2614","NC-3",2013-07-22,2013,"Weekly",1182.7971014,2013.55342465753
"2640","NC-3",2013-07-29,2013,"Weekly",1176.56521739,2013.57260273973
"2663","NC-3",2013-08-05,2013,"Weekly",1144.62318841,2013.59178082192
"2687","NC-3",2013-08-12,2013,"Weekly",1107.98550725,2013.61095890411
"2711","NC-3",2013-08-19,2013,"Weekly",1180.37681159,2013.6301369863
"2733","NC-3",2013-08-26,2013,"Weekly",979.01449275,2013.64931506849
"2753","NC-3",2013-09-02,2013,"Weekly",537.33333333,2013.66849315068
"2769","NC-3",2013-09-09,2013,"Weekly",877.43478261,2013.68767123288
"2783","NC-3",2013-09-16,2013,"Weekly",874.49275362,2013.70684931507
"2799","NC-3",2013-09-23,2013,"Weekly",1020.971014493,2013.72602739726
"2813","NC-3",2013-09-30,2013,"Weekly",1058.55072464,2013.74520547945
"2822","NC-3",2013-10-07,2013,"Weekly",1023.66666667,2013.76438356164
"2826","NC-3",2013-10-14,2013,"Weekly",1066.10144928,2013.78356164384
"2830","NC-3",2013-10-21,2013,"Weekly",334.60869565,2013.80273972603
"2834","NC-3",2013-10-28,2013,"Weekly",459.68115942,2013.82191780822
"2837","NC-3",2013-11-04,2013,"Weekly",312.95652174,2013.84109589041
"2839","NC-3",2013-11-11,2013,"Weekly",113.84057971,2013.8602739726
"2842","NC-3",2013-11-18,2013,"Weekly",161.23188406,2013.87945205479
"2844","NC-3",2013-11-25,2013,"Weekly",47.14492754,2013.89863013699
"2846","NC-3",2013-12-02,2013,"Weekly",152.84057971,2013.91780821918
"2848","NC-3",2013-12-09,2013,"Weekly",41.31884058,2013.93698630137
"2849","NC-3",2013-12-16,2013,"Weekly",88.88405797,2013.95616438356
"2850","NC-3",2013-12-23,2013,"Weekly",32.11594203,2013.97534246575
"2851","NC-3",2013-12-30,2013,"Weekly",31.797101449,2013.99452054795
"2852","NC-3",2014-01-06,2014,"Weekly",15,2014.01369863014
"2853","NC-3",2014-01-07,2014,"Weekly",25.797101449,2014.01643835616
"2854","NC-3",2014-01-13,2014,"Weekly",17,2014.03287671233
"2855","NC-3",2014-01-14,2014,"Weekly",28.86956522,2014.03561643836
"2856","NC-3",2014-01-20,2014,"Weekly",8,2014.05205479452
"2857","NC-3",2014-01-21,2014,"Weekly",5.898550725,2014.05479452055
"2858","NC-3",2014-01-27,2014,"Weekly",7,2014.07123287671
"2859","NC-3",2014-01-28,2014,"Weekly",3.724637681,2014.07397260274
"2860","NC-3",2014-02-03,2014,"Weekly",6,2014.0904109589
"2861","NC-3",2014-02-04,2014,"Weekly",10.898550725,2014.09315068493
"2862","NC-3",2014-02-10,2014,"Weekly",1,2014.1095890411
"2863","NC-3",2014-02-11,2014,"Weekly",0,2014.11232876712
"2864","NC-3",2014-02-17,2014,"Weekly",16,2014.12876712329
"2865","NC-3",2014-02-18,2014,"Weekly",30.420289855,2014.13150684931
"2866","NC-3",2014-02-24,2014,"Weekly",11,2014.14794520548
"2867","NC-3",2014-02-25,2014,"Weekly",10.898550725,2014.15068493151
"2868","NC-3",2014-03-03,2014,"Weekly",8,2014.16712328767
"2869","NC-3",2014-03-04,2014,"Weekly",8.724637681,2014.1698630137
"2870","NC-3",2014-03-10,2014,"Weekly",9,2014.18630136986
"2871","NC-3",2014-03-11,2014,"Weekly",24,2014.18904109589
"2872","NC-3",2014-03-17,2014,"Weekly",14,2014.20547945205
"2873","NC-3",2014-03-18,2014,"Weekly",29.797101449,2014.20821917808
"2874","NC-3",2014-03-24,2014,"Weekly",13,2014.22465753425
"2875","NC-3",2014-03-25,2014,"Weekly",36.449275362,2014.22739726027
"2876","NC-3",2014-03-31,2014,"Weekly",54,2014.24383561644
"2877","NC-3",2014-04-01,2014,"Weekly",226.31884058,2014.24657534247
"2879","NC-3",2014-04-07,2014,"Weekly",47,2014.26301369863
"2880","NC-3",2014-04-08,2014,"Weekly",359.39130435,2014.26575342466
"2882","NC-3",2014-04-14,2014,"Weekly",27,2014.28219178082
"2884","NC-3",2014-04-15,2014,"Weekly",141.4057971,2014.28493150685
"2886","NC-3",2014-04-21,2014,"Weekly",76,2014.30136986301
"2888","NC-3",2014-04-22,2014,"Weekly",328.28985507,2014.30410958904
"2890","NC-3",2014-04-28,2014,"Weekly",44,2014.32054794521
"2892","NC-3",2014-04-29,2014,"Weekly",314.91304348,2014.32328767123
"2895","NC-3",2014-05-05,2014,"Weekly",39,2014.3397260274
"2897","NC-3",2014-05-06,2014,"Weekly",576.1594203,2014.34246575342
"2903","NC-3",2014-05-12,2014,"Weekly",25,2014.35890410959
"2906","NC-3",2014-05-13,2014,"Weekly",306.20289855,2014.36164383562
"2913","NC-3",2014-05-19,2014,"Weekly",19,2014.37808219178
"2916","NC-3",2014-05-20,2014,"Weekly",166.79710145,2014.38082191781
"2921","NC-3",2014-05-26,2014,"Weekly",25,2014.39726027397
"2925","NC-3",2014-05-27,2014,"Weekly",289,2014.4
"2938","NC-3",2014-06-02,2014,"Weekly",35,2014.41643835616
"2943","NC-3",2014-06-03,2014,"Weekly",196.15942029,2014.41917808219
"2959","NC-3",2014-06-09,2014,"Weekly",25,2014.43561643836
"2963","NC-3",2014-06-10,2014,"Weekly",201.86956522,2014.43835616438
"2978","NC-3",2014-06-16,2014,"Weekly",33,2014.45479452055
"2983","NC-3",2014-06-17,2014,"Weekly",185.072463768,2014.45753424658
"2999","NC-3",2014-06-23,2014,"Weekly",29,2014.47397260274
"3004","NC-3",2014-06-24,2014,"Weekly",231.39130435,2014.47671232877
"3021","NC-3",2014-06-30,2014,"Weekly",59,2014.49315068493
"3026","NC-3",2014-07-01,2014,"Weekly",920.68115942,2014.49589041096
"3042","NC-3",2014-07-07,2014,"Weekly",74,2014.51232876712
"3047","NC-3",2014-07-08,2014,"Weekly",1060.44927536,2014.51506849315
"3063","NC-3",2014-07-14,2014,"Weekly",83,2014.53150684932
"3067","NC-3",2014-07-15,2014,"Weekly",1034.26086957,2014.53424657534
"3085","NC-3",2014-07-21,2014,"Weekly",50,2014.55068493151
"3090","NC-3",2014-07-22,2014,"Weekly",1049.20289855,2014.55342465753
"3109","NC-3",2014-07-28,2014,"Weekly",81,2014.5698630137
"3115","NC-3",2014-07-29,2014,"Weekly",1099.92753623,2014.57260273973
"3132","NC-3",2014-08-04,2014,"Weekly",107,2014.58904109589
"3137","NC-3",2014-08-05,2014,"Weekly",1115.1449275,2014.59178082192
"3155","NC-3",2014-08-11,2014,"Weekly",150,2014.60821917808
"3159","NC-3",2014-08-12,2014,"Weekly",1145.4782609,2014.61095890411
"3178","NC-3",2014-08-18,2014,"Weekly",188,2014.62739726027
"3183","NC-3",2014-08-19,2014,"Weekly",1090.57971014,2014.6301369863
"3203","NC-3",2014-08-25,2014,"Weekly",192,2014.64657534247
"3207","NC-3",2014-08-26,2014,"Weekly",1066.66666667,2014.64931506849
"3223","NC-3",2014-09-01,2014,"Weekly",123,2014.66575342466
"3226","NC-3",2014-09-02,2014,"Weekly",1051.44927536,2014.66849315068
"3243","NC-3",2014-09-08,2014,"Weekly",215,2014.68493150685
"3246","NC-3",2014-09-09,2014,"Weekly",673.68115942,2014.68767123288
"3260","NC-3",2014-09-15,2014,"Weekly",156,2014.70410958904
"3263","NC-3",2014-09-16,2014,"Weekly",540.26086957,2014.70684931507
"3275","NC-3",2014-09-22,2014,"Weekly",132,2014.72328767123
"3278","NC-3",2014-09-23,2014,"Weekly",559.50724638,2014.72602739726
"3288","NC-3",2014-09-29,2014,"Weekly",134,2014.74246575342
"3290","NC-3",2014-09-30,2014,"Weekly",286.33333333,2014.74520547945
"3300","NC-3",2014-10-06,2014,"Weekly",175,2014.76164383562
"3302","NC-3",2014-10-07,2014,"Weekly",371.30434783,2014.76438356164
"3309","NC-3",2014-10-13,2014,"Weekly",117,2014.78082191781
"3311","NC-3",2014-10-14,2014,"Weekly",186.97101449,2014.78356164384
"3317","NC-3",2014-10-20,2014,"Weekly",56,2014.8
"3319","NC-3",2014-10-21,2014,"Weekly",296.60869565,2014.80273972603
"3322","NC-3",2014-10-27,2014,"Weekly",65,2014.81917808219
"3324","NC-3",2014-10-28,2014,"Weekly",232.11594203,2014.82191780822
"3326","NC-3",2014-11-03,2014,"Weekly",43,2014.83835616438
"3327","NC-3",2014-11-04,2014,"Weekly",369.05797101,2014.84109589041
"3328","NC-3",2014-11-10,2014,"Weekly",38,2014.85753424658
"3329","NC-3",2014-11-11,2014,"Weekly",289.971014493,2014.8602739726
"3330","NC-3",2014-11-17,2014,"Weekly",59,2014.87671232877
"3331","NC-3",2014-11-18,2014,"Weekly",38.94202899,2014.87945205479
"3332","NC-3",2014-11-24,2014,"Weekly",115,2014.89589041096
"3333","NC-3",2014-11-25,2014,"Weekly",105.27536232,2014.89863013699
"3334","NC-3",2014-12-01,2014,"Weekly",60,2014.91506849315
"3335","NC-3",2014-12-02,2014,"Weekly",103.43478261,2014.91780821918
"3336","NC-3",2014-12-08,2014,"Weekly",31,2014.93424657534
"3337","NC-3",2014-12-09,2014,"Weekly",0.724637681,2014.93698630137
"3338","NC-3",2014-12-15,2014,"Weekly",42,2014.95342465753
"3339","NC-3",2014-12-16,2014,"Weekly",2.724637681,2014.95616438356
"3340","NC-3",2014-12-22,2014,"Weekly",119,2014.97260273973
"3341","NC-3",2014-12-23,2014,"Weekly",52.46376812,2014.97534246575
"3342","NC-3",2014-12-29,2014,"Weekly",50,2014.99178082192
"3343","NC-3",2014-12-30,2014,"Weekly",36.76811594,2014.99452054795
"3344","NC-3",2015-01-07,2015,"Weekly",19,2015.01643835616
"3345","NC-3",2015-01-14,2015,"Weekly",28,2015.03561643836
"3346","NC-3",2015-01-21,2015,"Weekly",29,2015.05479452055
"3347","NC-3",2015-01-28,2015,"Weekly",9,2015.07397260274
"3348","NC-3",2015-02-04,2015,"Weekly",15,2015.09315068493
"3349","NC-3",2015-02-11,2015,"Weekly",23,2015.11232876712
"3350","NC-3",2015-02-18,2015,"Weekly",10,2015.13150684931
"3351","NC-3",2015-02-25,2015,"Weekly",1,2015.15068493151
"3352","NC-3",2015-03-04,2015,"Weekly",4,2015.1698630137
"3353","NC-3",2015-03-11,2015,"Weekly",38,2015.18904109589
"3354","NC-3",2015-03-18,2015,"Weekly",47,2015.20821917808
"3355","NC-3",2015-03-25,2015,"Weekly",51,2015.22739726027
"3356","NC-3",2015-04-01,2015,"Weekly",74,2015.24657534247
"3357","NC-3",2015-04-08,2015,"Weekly",156,2015.26575342466
"3358","NC-3",2015-04-15,2015,"Weekly",194,2015.28493150685
"3361","NC-3",2015-04-22,2015,"Weekly",101,2015.30410958904
"3364","NC-3",2015-04-29,2015,"Weekly",185,2015.32328767123
"3368","NC-3",2015-05-06,2015,"Weekly",326,2015.34246575342
"3376","NC-3",2015-05-13,2015,"Weekly",114,2015.36164383562
"3383","NC-3",2015-05-20,2015,"Weekly",211,2015.38082191781
"3391","NC-3",2015-05-27,2015,"Weekly",310,2015.4
"3407","NC-3",2015-06-03,2015,"Weekly",438,2015.41917808219
"3425","NC-3",2015-06-10,2015,"Weekly",187,2015.43835616438
"3442","NC-3",2015-06-17,2015,"Weekly",87,2015.45753424658
"3463","NC-3",2015-06-24,2015,"Weekly",58,2015.47671232877
"3487","NC-3",2015-07-01,2015,"Weekly",52,2015.49589041096
"3510","NC-3",2015-07-08,2015,"Weekly",77,2015.51506849315
"3535","NC-3",2015-07-15,2015,"Weekly",52,2015.53424657534
"3560","NC-3",2015-07-22,2015,"Weekly",40,2015.55342465753
"3585","NC-3",2015-07-29,2015,"Weekly",10,2015.57260273973
"3610","NC-3",2015-08-05,2015,"Weekly",30,2015.59178082192
"3635","NC-3",2015-08-12,2015,"Weekly",36,2015.61095890411
"3660","NC-3",2015-08-19,2015,"Weekly",18,2015.6301369863
"3683","NC-3",2015-08-26,2015,"Weekly",17,2015.64931506849
"3705","NC-3",2015-09-02,2015,"Weekly",20,2015.66849315068
"3726","NC-3",2015-09-09,2015,"Weekly",16,2015.68767123288
"3746","NC-3",2015-09-16,2015,"Weekly",13,2015.70684931507
"3763","NC-3",2015-09-23,2015,"Weekly",10,2015.72602739726
"3776","NC-3",2015-09-30,2015,"Weekly",18,2015.74520547945
"3785","NC-3",2015-10-07,2015,"Weekly",87,2015.76438356164
"3793","NC-3",2015-10-14,2015,"Weekly",703,2015.78356164384
"3797","NC-3",2015-10-21,2015,"Weekly",617,2015.80273972603
"3801","NC-3",2015-10-28,2015,"Weekly",1545,2015.82191780822
"3804","NC-3",2015-11-04,2015,"Weekly",1557,2015.84109589041
"3806","NC-3",2015-11-11,2015,"Weekly",203,2015.8602739726
"3807","NC-3",2015-11-18,2015,"Weekly",342,2015.87945205479
"3808","NC-3",2015-11-25,2015,"Weekly",202,2015.89863013699
"3809","NC-3",2015-12-02,2015,"Weekly",241,2015.91780821918
"3810","NC-3",2015-12-09,2015,"Weekly",144,2015.93698630137
"3811","NC-3",2015-12-16,2015,"Weekly",239,2015.95616438356
"3812","NC-3",2015-12-23,2015,"Weekly",459,2015.97534246575
"3813","NC-3",2015-12-30,2015,"Weekly",290,2015.99452054795
"3814","NC-3",2016-01-07,2016,"Weekly",62,2016.01639344262
"3815","NC-3",2016-01-14,2016,"Weekly",21,2016.03551912568
"3816","NC-3",2016-01-21,2016,"Weekly",5,2016.05464480874
"3817","NC-3",2016-01-28,2016,"Weekly",58,2016.0737704918
"3818","NC-3",2016-02-04,2016,"Weekly",109,2016.09289617486
"3819","NC-3",2016-02-11,2016,"Weekly",3,2016.11202185792
"3820","NC-3",2016-02-18,2016,"Weekly",54,2016.13114754098
"3821","NC-3",2016-02-25,2016,"Weekly",42,2016.15027322404
"3822","NC-3",2016-03-03,2016,"Weekly",25,2016.1693989071
"3823","NC-3",2016-03-10,2016,"Weekly",61,2016.18852459016
"3824","NC-3",2016-03-17,2016,"Weekly",49,2016.20765027322
"3825","NC-3",2016-03-24,2016,"Weekly",26,2016.22677595628
"3826","NC-3",2016-03-31,2016,"Weekly",41,2016.24590163934
"3827","NC-3",2016-04-07,2016,"Weekly",26,2016.2650273224
"3829","NC-3",2016-04-14,2016,"Weekly",37,2016.28415300546
"3830","NC-3",2016-04-21,2016,"Weekly",84,2016.30327868852
"3831","NC-3",2016-04-28,2016,"Weekly",578,2016.32240437158
"3832","NC-3",2016-05-05,2016,"Weekly",1142,2016.34153005464
"3836","NC-3",2016-05-12,2016,"Weekly",1160,2016.3606557377
"3841","NC-3",2016-05-19,2016,"Weekly",1157,2016.37978142077
"3848","NC-3",2016-05-26,2016,"Weekly",1214,2016.39890710383
"3854","NC-3",2016-06-02,2016,"Weekly",1143,2016.41803278689
"3861","NC-3",2016-06-09,2016,"Weekly",1110,2016.43715846995
"3870","NC-3",2016-06-16,2016,"Weekly",1104,2016.45628415301
"3879","NC-3",2016-06-23,2016,"Weekly",1094,2016.47540983607
"3888","NC-3",2016-06-30,2016,"Weekly",956,2016.49453551913
"1052","NJ-ALL",2009-04-26,2009,"Weekly",1.854308416,2009.31506849315
"1054","NJ-ALL",2009-05-03,2009,"Weekly",25.578757339,2009.33424657534
"1056","NJ-ALL",2009-05-10,2009,"Weekly",73.254822305,2009.35342465753
"1058","NJ-ALL",2009-05-17,2009,"Weekly",140.84211908,2009.37260273973
"1061","NJ-ALL",2009-05-24,2009,"Weekly",171.369494328,2009.39178082192
"1070","NJ-ALL",2009-05-31,2009,"Weekly",183.537260594,2009.41095890411
"1077","NJ-ALL",2009-06-07,2009,"Weekly",205.321725122,2009.4301369863
"1088","NJ-ALL",2009-06-14,2009,"Weekly",227.789262151,2009.44931506849
"1099","NJ-ALL",2009-06-21,2009,"Weekly",370.355971613,2009.46849315068
"1111","NJ-ALL",2009-06-28,2009,"Weekly",350.477771342,2009.48767123288
"1122","NJ-ALL",2009-07-05,2009,"Weekly",304.789413891,2009.50684931507
"1134","NJ-ALL",2009-07-12,2009,"Weekly",279.835405865,2009.52602739726
"1146","NJ-ALL",2009-07-19,2009,"Weekly",220.319461268,2009.54520547945
"1157","NJ-ALL",2009-07-26,2009,"Weekly",175.265460969,2009.56438356164
"1168","NJ-ALL",2009-08-02,2009,"Weekly",251.054139114,2009.58356164384
"1180","NJ-ALL",2009-08-09,2009,"Weekly",345.846712473,2009.60273972603
"1193","NJ-ALL",2009-08-16,2009,"Weekly",348.846615734,2009.62191780822
"1205","NJ-ALL",2009-08-23,2009,"Weekly",275.799555856,2009.64109589041
